StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q11,Q12,Q15_1,Q15_2,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q18_1,Q18_2,Q18_3,Q21,Q22,user_id,cond,Create New Field or Choose From Dropdown...
2025-10-06 18:48:11,2025-10-06 18:51:39,0,184.92.125.74,100,207,1,2025-10-06 18:51:40,R_7Ioth0PfHfGIBAG,,,,,30.7187,-97.7533,anonymous,EN,1,1,1,7,7,7,8,8,1,8,4,8,6,8,6,8,2,7,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,6,6,7,7,1,1,1,1,1,4,4,4,4,4,4,6,6,6,thev experience motivated me to achieve my goal,none,668bf688d58206e61f399a88,voice,
2025-10-06 18:51:39,2025-10-06 18:54:51,0,68.134.247.44,100,191,1,2025-10-06 18:54:51,R_63Tx74viFimzLPP,,,,,39.3888,-76.4988,anonymous,EN,1,1,1,7,7,7,7,8,1,8,1,8,1,8,8,8,1,7,4,4,2,4,5,5,5,5,4,4,5,5,5,4,5,5,1,1,1,4,5,5,5,5,6,6,1,1,1,1,1,5,4,5,5,5,5,6,5,5,It gave me some ideas that I actual haven't thought about for engineering paths.,Very cool!,66463e4efb99fba5a67a010a,voice,
2025-10-06 18:54:10,2025-10-06 18:58:01,0,24.115.49.185,100,230,1,2025-10-06 18:58:01,R_7hihyYsSK0wpoud,,,,,40.9485,-75.9565,anonymous,EN,3,2,1,5,6,7,7,8,2,8,2,7,6,7,7,7,3,7,5,5,5,5,5,6,5,6,5,5,6,5,5,4,4,5,1,1,1,5,5,5,3,6,6,5,2,1,1,2,1,4,4,4,4,4,4,4,6,4,"It actually made me think more positively and, despite being VERY uncanny, it did spark new thoughts in my mind - very interesting.",One of the most creative uses of AI with a lot of potential!,6296ecaf7ea72c4951583ffd,voice,
2025-10-06 18:55:15,2025-10-06 18:59:45,0,96.19.76.16,100,270,1,2025-10-06 18:59:46,R_1V0aBfkQtNP61yN,,,,,43.6502,-116.4343,anonymous,EN,2,2,1,7,7,7,8,8,7,8,2,8,3,8,8,7,6,7,2,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,1,1,1,5,5,5,5,5,6,5,1,1,1,1,1,5,5,5,5,5,5,6,7,7,"It made me realize just how possible the future I want and, honestly, made me tear up a little. Even the smallest steps can still help me achieve my dream, and I must keep working. Every sketch, every paragraph, every story builds to something better.","The mouth didn't move very much, and the face did glitch, so it was a bit uncanny. I also found that it didn't respond to me at one point, and I had to wait for it to reconfigure. ",6621a2f38453311275d17d65,avatar,
2025-10-06 19:00:11,2025-10-06 19:04:31,0,50.26.168.212,100,259,1,2025-10-06 19:04:32,R_5QbGkQsWEE7G6L1,,,,,33.5982,-101.8758,anonymous,EN,2,2,2,6,6,6,7,7,2,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,2,2,4,4,4,6,6,6,6,2,2,2,2,2,4,4,4,4,4,4,6,6,6,The system gives me a clear way to achieve my aim,the  AI is very smart.,668525b0e1eff8d40c686ec0,text,
2025-10-06 19:01:04,2025-10-06 19:06:05,0,99.26.148.250,100,301,1,2025-10-06 19:06:06,R_14NPDnSuBQGTgJv,,,,,33.7871,-117.8821,anonymous,EN,1,1,1,6,6,6,8,8,1,7,1,8,1,8,8,8,1,8,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,1,1,1,4,4,4,6,6,6,6,1,1,1,1,1,4,4,4,4,4,4,4,4,4,It made me feel more positive about the future and look forward to it.,I have no other comments.,5fba9fdd33207faa35f61df3,voice,
2025-10-06 19:03:45,2025-10-06 19:07:34,0,208.66.211.6,100,229,1,2025-10-06 19:07:35,R_5K6xIQG97bqtDUF,,,,,41.2925,-82.219,anonymous,EN,5,5,3,3,3,5,6,6,5,7,2,7,6,7,7,7,5,7,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,2,2,4,4,4,4,5,5,5,5,3,3,2,2,2,4,4,4,4,3,3,5,5,5,"I can see the dreams I have for myself coming into fruition. ",,663aa6420a964c2a7740b9d7,avatar,
2025-10-06 19:03:37,2025-10-06 19:13:59,0,174.204.67.170,100,622,1,2025-10-06 19:13:59,R_5p3D05OXmZJ13oa,,,,,47.6109,-122.3303,anonymous,EN,1,2,2,5,6,7,8,7,2,7,2,7,2,7,8,7,4,7,5,4,5,5,5,5,5,5,4,4,4,5,5,2,4,5,1,1,2,5,4,5,6,5,6,6,2,2,2,2,2,4,3,4,4,4,4,5,5,4,It allowed me to realize the positives that exist and had me focus on the good and served as a way of having me stay focused on what matters and the abilities that I could achieve or do to make an effort and find a new place in the world in the coming future and gives hope for a better brighter tomorrow. It also has me realize or shape my perception of the future of being possible to asercertain if I keep working on the things that motivate me to keep the ideas current and in reach.,I appreciated that it kept going forward and moved into a new area during tough moment of memory recall and skimmed over actions that may be depressing or worrisome to build from them in a positive manner.,673378009f99d14c232c1f2b,text,
2025-10-06 19:08:32,2025-10-06 19:14:14,0,47.232.124.67,100,341,1,2025-10-06 19:14:14,R_1Wj4HtOZepkw6m5,,,,,38.4481,-91.0193,anonymous,EN,1,1,1,6,6,6,8,8,2,8,1,7,7,7,8,6,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,2,4,4,4,6,5,6,6,2,2,2,2,2,4,3,4,4,4,4,5,5,5,It was shocking how accurate it sounded.,na,663a4e1d7e5525f5851d04c5,text,
2025-10-06 19:13:39,2025-10-06 19:14:55,0,96.233.158.14,100,76,1,2025-10-06 19:14:56,R_1MLjToU5SyMuEFP,,,,,41.8451,-71.4388,anonymous,EN,1,1,1,5,5,5,7,7,7,6,1,8,1,7,7,7,1,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,5,6,6,6,1,1,1,1,1,5,5,5,5,5,5,6,6,6,"It makes me feel more hopeful about my future ",,62a885d5b6af18b3d4579e1b,avatar,
2025-10-06 19:19:22,2025-10-06 19:22:27,0,24.198.97.245,100,184,1,2025-10-06 19:22:27,R_6eWJnoeTMxRlbsH,,,,,44.9342,-68.6453,anonymous,EN,2,3,2,5,6,6,7,7,5,7,2,6,4,5,7,6,6,6,4,5,4,5,5,5,4,4,3,4,4,4,3,4,3,4,2,1,1,4,4,5,3,3,4,6,2,2,1,2,2,3,4,4,3,3,4,3,5,3,"I think it made me think about why I am working as hard as I am right now, as it makes me want to be able to look back at some point and know that it was all worth it.",,6287a504c4cb277cf781b6bb,text,
2025-10-06 19:27:21,2025-10-06 19:29:52,0,68.33.68.49,100,150,1,2025-10-06 19:29:52,R_1PBgFU9Bj17Mbqa,,,,,39.0851,-77.059,anonymous,EN,1,1,1,5,7,7,7,7,1,8,1,8,6,7,8,7,7,7,5,5,5,5,5,6,5,5,5,5,5,5,5,4,4,5,4,1,1,4,5,5,7,7,7,7,1,1,1,1,1,4,4,5,5,4,4,5,5,6,It makes me want to work harder to achieve this future. I like where I will be in the future and that makes me less stressed out about my future.,The study took forever to connect to my future self.,564e93659b124900127eb55b,avatar,
2025-10-06 19:30:57,2025-10-06 19:34:05,0,216.49.22.156,100,188,1,2025-10-06 19:34:06,R_3cTiHxF8ckqfZWZ,,,,,41.0274,-76.0036,anonymous,EN,1,1,1,7,1,7,6,8,8,6,8,8,8,6,1,4,8,8,2,4,2,5,6,6,6,3,3,2,6,6,6,4,5,5,1,1,1,5,5,5,4,3,5,4,1,1,1,1,1,4,3,5,5,5,4,5,7,7,"It gave me the ability to conceptualize what path I'm going down, and that I'm much more capable than I give myself credit for.",N/A,60c8467d9872c0d83f695499,voice,
2025-10-06 19:36:10,2025-10-06 19:38:58,0,98.42.183.22,100,168,1,2025-10-06 19:38:58,R_6K9LfCJtnex9rR7,,,,,36.6808,-121.6164,anonymous,EN,1,1,1,6,6,6,7,7,2,7,1,7,5,7,7,6,2,7,4,4,4,4,6,6,6,5,5,5,5,5,5,2,2,4,2,1,2,4,4,4,6,4,6,6,2,2,2,2,2,4,4,4,4,4,4,6,6,6,It definitely motivated me to act out on my goals and initiate the process.,"Great AI interaction, thank you.",64309be1d7d085ed8ee4c129,text,
2025-10-06 19:34:20,2025-10-06 19:39:58,0,146.115.95.130,100,337,1,2025-10-06 19:39:58,R_5e58I15d4NVfHhe,,,,,42.5334,-70.9653,anonymous,EN,5,1,3,6,4,5,8,3,8,8,1,8,8,6,8,1,8,3,2,5,5,5,6,6,6,3,2,2,5,6,6,4,4,4,1,1,1,4,3,5,4,3,5,6,1,,1,1,1,3,3,3,3,3,3,1,1,1,"I think, even though it was a completely fake conversation, it gave me a slight confidence boost that i'll make it where I want to be.",There is none!,62f975cbc3507ecf77180d00,avatar,
2025-10-06 19:42:29,2025-10-06 19:47:20,0,208.191.73.67,100,291,1,2025-10-06 19:47:21,R_7vizVKDTD9ehrNa,,,,,41.6068,-81.4985,anonymous,EN,4,2,4,2,2,2,7,5,8,7,3,7,8,7,7,2,7,6,5,5,5,5,3,3,3,5,5,3,4,4,4,2,2,2,5,2,2,1,1,2,2,3,3,3,4,2,2,3,5,2,2,3,1,1,2,1,1,1,It didn't. I still know its not real.,"While not my thing, I do appreciate how far AI has come to do these things. ",663817b7de64fca4fb45a414,voice,
2025-10-06 19:54:51,2025-10-06 20:01:12,0,47.205.206.223,100,380,1,2025-10-06 20:01:12,R_3oMm5GGWspHHMEb,,,,,27.5595,-82.3934,anonymous,EN,6,7,2,1,6,5,7,8,1,7,1,7,2,7,7,7,5,8,2,2,4,4,3,4,3,3,4,2,3,3,4,5,3,3,4,5,5,2,2,3,4,1,1,1,4,4,4,4,5,1,1,2,2,1,1,1,1,1,Makes me realize that I don't really think about what might my future look like 40 years from now.,No technical issues with the study.,611622ddd8be1ac51298cb89,avatar,
2025-10-06 20:00:43,2025-10-06 20:04:35,0,24.125.217.146,100,232,1,2025-10-06 20:04:35,R_1N9RzIJrqq5hxV3,,,,,33.8607,-84.6884,anonymous,EN,1,1,1,7,1,7,8,8,1,8,1,8,6,8,8,2,1,8,4,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,7,7,7,7,1,1,1,1,1,5,5,5,5,5,5,5,5,5,"It actually really made me want to work even harder to get my retirement dreams to come true. ","This was such an amazing experience. I didn't really know what to expect but when I got to the part where I was talking to ""my future self"", I didn't want it to end. Thank you so much for allowing me to be a part of this.",5f3ebd568c429614c0f595e8,voice,
2025-10-06 20:09:28,2025-10-06 20:13:14,0,72.219.4.224,100,225,1,2025-10-06 20:13:15,R_5zigYHfAoAYqeRJ,,,,,30.2735,-91.8993,anonymous,EN,1,5,1,4,6,7,8,8,4,8,2,8,5,8,8,8,5,8,5,5,5,5,6,6,6,6,6,6,6,6,6,3,1,5,1,1,1,5,5,5,7,7,7,7,1,1,1,1,1,5,5,5,5,5,5,6,6,6,It made me feel good about my future and how I see it coming!,,65462d3be36b05a1f97d2dc8,avatar,
2025-10-06 20:10:08,2025-10-06 20:15:11,0,68.104.0.62,100,303,1,2025-10-06 20:15:12,R_7w7FvqqpD66cnah,,,,,36.2082,-115.2957,anonymous,EN,3,3,3,5,5,6,7,6,7,8,3,8,7,7,7,3,7,5,4,5,4,5,5,5,5,4,4,3,4,3,3,2,2,2,1,1,1,4,4,4,5,6,6,7,1,1,1,1,1,2,1,2,2,2,2,5,6,6,It made me be more hopeful about my future career moves and life in general.,,611edc7240c940f33a5dd554,voice,
2025-10-06 20:11:27,2025-10-06 20:16:37,0,72.241.228.199,100,309,1,2025-10-06 20:16:37,R_6CTpes5zgVMZUVq,,,,,41.6503,-83.5065,anonymous,EN,6,3,1,5,2,7,5,4,8,5,5,5,8,5,5,5,7,5,1,5,5,5,3,3,3,3,3,3,3,3,3,1,5,5,1,1,1,5,5,5,3,2,5,6,1,1,1,1,1,4,5,5,5,5,5,5,5,5,"Made me feel more confident that things will work out in the long run. ",Thought provoking :D,66d9869a4e9051cdf5d16fa3,avatar,
2025-10-06 20:19:36,2025-10-06 20:22:48,0,172.56.197.146,100,191,1,2025-10-06 20:22:48,R_7YPJK04AVhyMwFy,,,,,42.415,-71.0527,anonymous,EN,1,1,1,7,4,7,8,8,1,1,3,8,4,8,8,8,1,8,5,5,5,5,4,5,4,4,4,5,4,6,6,4,5,5,1,1,1,5,4,5,5,3,5,5,1,5,3,2,3,5,3,5,5,5,5,7,7,7,"I have a more positive outlook over all because it gave me current advice ","All good ",670c06bb7926d2525a7a7755,avatar,
2025-10-06 20:31:33,2025-10-06 20:37:28,0,73.86.40.231,100,354,1,2025-10-06 20:37:29,R_5GNzJbeFXNeoQ5Q,,,,,38.9635,-76.9672,anonymous,EN,5,2,2,6,6,6,6,6,2,6,2,7,2,6,7,7,3,6,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,5,5,5,5,1,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,"It taught me that my lan needs to be in acted sooner then later. my ""future self"" didn't give the confident answers and the movement required for our plan to work. ",nice work though. needs some real tweaking however this was fun.,663a8b9eb077de60d6884574,voice,
2025-10-06 20:33:23,2025-10-06 20:42:20,0,73.205.189.4,100,536,1,2025-10-06 20:42:20,R_5KqL2X8bCorbOPN,,,,,25.6666,-80.4036,anonymous,EN,1,1,1,7,7,7,8,8,1,8,1,8,1,8,8,8,1,8,5,5,5,5,6,6,6,6,6,6,6,6,6,1,1,3,1,1,1,5,5,5,7,6,7,7,3,3,2,2,2,5,5,5,5,5,5,4,4,4,it definitely felt good to see a version of my future self it influenced me to think more positively about my future and how i can continue to plant seeds to nurture and water to bring beauty into the world.,this was such a cool experience i needed that little future self visualization to get a grasp of what i could look like and the wisdom from myself now to help me in the future.,66709a4a49e9bb2c80c53c27,voice,
2025-10-06 20:41:08,2025-10-06 20:47:41,0,72.179.42.79,100,393,1,2025-10-06 20:47:42,R_6k0Hal6ay5OZ21P,,,,,29.8737,-97.9361,anonymous,EN,1,1,1,5,6,7,8,8,6,8,8,8,5,8,5,6,2,8,5,5,5,5,5,5,5,5,5,5,5,5,6,4,4,5,1,1,1,5,5,5,5,4,6,5,1,1,1,,1,4,4,4,3,3,4,7,7,7,It made me feel closure and determination to keep going. I guess I needed this more than I realized. I'm going through a difficult period right now and this helped my a lot more that I expected.,Thank you so much I say this to a lot of studies but I really needed this this strangely enough is very encouraging. I appreciate this study I feel like no mater how hard it gets I can keep going. Thank you so very much have a wonderful say!,669284eabea5b8c9655927da,voice,
2025-10-06 20:43:23,2025-10-06 20:49:05,0,173.93.166.150,100,341,1,2025-10-06 20:49:05,R_3Rogfv8uwgvmJUd,,,,,33.9739,-81.2345,anonymous,EN,2,2,3,6,5,5,5,3,6,6,4,7,6,5,6,7,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,2,4,4,5,5,3,5,6,2,2,2,2,2,3,3,3,3,3,3,5,6,5,It gave me some hopeful thoughts.,,640415971520c41606ca4389,voice,
2025-10-06 20:54:43,2025-10-06 20:58:33,0,74.76.129.118,100,230,1,2025-10-06 20:58:33,R_3iamplTFoLzpToo,,,,,43.0831,-73.7846,anonymous,EN,2,1,2,5,5,6,6,4,2,7,3,6,7,7,3,2,5,5,2,1,4,2,4,4,4,3,2,2,4,4,4,5,5,5,1,1,1,5,5,5,6,6,6,6,4,2,2,2,1,4,4,4,4,4,4,7,7,7,"It made me excited and now has me wanting to save and focus on my goals of getting my tiny houses ",loved this so muchh,664e835c732628231a08fff5,avatar,
2025-10-06 20:53:20,2025-10-06 20:58:49,0,97.221.112.163,100,328,1,2025-10-06 20:58:49,R_3GCwW4jBCTeBGPj,,,,,26.6292,-81.968,anonymous,EN,1,1,1,7,4,6,8,7,2,8,2,8,3,8,8,7,3,8,4,4,5,4,5,6,6,5,6,5,5,6,6,5,4,5,2,1,1,5,5,5,6,6,6,7,1,1,2,1,1,5,4,5,5,5,5,5,6,5,"Ya know, it gave me a much greater sense of hope and anticipation for those times way down the line.  I feel like the conversation was a breath of much needed fresh air.  The experience was intriguing, rewarding and also entertaining.  It put a big smile on my face now when thinking about my future.  Thank you!",This was an amazing experience.  Probably one of my top 3 study/survey experiences on Prolific of all time.  Cheers!,6410e763dc2f2726ac16ee05,voice,
2025-10-06 20:58:37,2025-10-06 21:00:11,0,96.225.77.42,100,93,1,2025-10-06 21:00:11,R_611cx8NBlrUbXYP,,,,,40.6679,-74.1178,anonymous,EN,7,6,7,1,2,2,3,1,7,2,6,2,2,3,5,2,6,7,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,5,1,5,2,1,1,5,1,2,3,4,5,4,5,,1,1,1,1,1,1,3,1,2,It didn't.,,58adfc6e7cf56d0001f931a2,voice,
2025-10-06 21:02:03,2025-10-06 21:05:05,0,131.241.68.203,100,181,1,2025-10-06 21:05:05,R_63giRQxVRSwa1bb,,,,,39.6873,-83.9384,anonymous,EN,2,2,2,5,5,6,7,7,4,6,6,5,3,5,4,6,4,4,4,4,4,5,3,3,4,4,4,4,3,3,3,2,2,4,3,2,2,4,4,4,6,6,6,6,2,2,3,2,2,4,3,2,2,4,4,5,5,4,"I think it's encouraging ",,5a6e8532e6cc4a0001b6d728,avatar,
2025-10-06 20:56:26,2025-10-06 21:11:04,0,76.33.31.117,100,877,1,2025-10-06 21:11:04,R_5Jhmz5W8EphScZH,,,,,32.7015,-114.643,anonymous,EN,2,1,1,6,6,7,8,7,6,6,5,6,5,8,8,5,7,6,5,6,5,6,6,6,6,6,6,6,6,6,6,5,5,5,1,1,1,5,5,5,7,5,7,7,1,1,1,3,1,5,5,5,5,5,5,7,7,7,"This experience gave me so much hope for the future and i felt so rejuvenated after, it even allowed my children to come ask questions and it blew my mind.",I loved this experience and i did not expect this! I feel so much better and more motivated. It was literally spot on with everything even things i didn't mention it put together.,67042cdf06ed4052bdf44c07,avatar,
2025-10-06 21:08:00,2025-10-06 21:16:11,0,68.205.2.80,100,490,1,2025-10-06 21:16:12,R_6RjvfIgase1WO9Z,,,,,28.0647,-80.6206,anonymous,EN,2,2,1,5,6,7,7,7,2,7,1,7,2,7,7,4,5,5,4,4,4,5,5,5,5,4,5,3,5,5,5,5,5,5,1,1,1,5,5,5,5,5,6,6,1,1,1,1,3,3,3,3,3,3,3,6,6,6,I don't know that it influenced my perception of the future very much (although I was pretty pleased with how I looked at 60) but it gave me some very valuable advice.,"I made a passing comment about the appearance ""glad you kept the beard"" and the response was ""wait what beard"" which I took as a joke at first but it followed with something to the effect of "" I don't have a beard, I can't tell if this is a test"". Would be ideal if it had a general idea of its appearance probably. But I thought this was super cool as a concept, very pleased with it overall. Glad I got to see that.",67001c01bcb0cabf8a7f01e7,avatar,
2025-10-06 21:18:31,2025-10-06 21:22:04,0,67.161.97.177,100,213,1,2025-10-06 21:22:04,R_6xKw6dXqISPRFLU,,,,,47.4936,-122.2415,anonymous,EN,4,3,2,6,6,6,8,8,2,8,2,8,2,8,8,2,8,7,4,4,4,4,5,5,5,5,5,5,5,5,5,2,4,4,2,2,2,4,4,4,6,6,6,6,2,2,2,2,2,4,4,4,4,4,4,5,5,5,It made me have hope to not give up and to look forward to the future.,n/a,66ca18ce20c4af7baa912758,avatar,
2025-10-07 12:43:19,2025-10-07 12:47:05,0,70.127.56.95,100,225,1,2025-10-07 12:47:05,R_7yz5VOK9qWRVhRL,,,,,27.9822,-81.6706,anonymous,EN,3,2,3,5,6,6,6,7,5,7,1,7,6,5,4,6,7,7,4,6,5,5,3,4,3,3,3,2,2,3,3,2,4,4,1,1,2,4,4,5,5,5,6,5,4,3,1,3,1,2,1,1,2,2,2,3,6,3,"It made me a little hopeful. ","This was the most interesting survey I have had the pleasure to do in a long time. ",6633a48b83e72a859fde7144,avatar,
2025-10-07 12:44:50,2025-10-07 12:49:05,0,76.124.15.70,100,255,1,2025-10-07 12:49:06,R_3rqU46zd5NgHwAh,,,,,40.0356,-75.1763,anonymous,EN,1,1,1,7,7,7,8,8,5,8,1,8,5,8,8,7,6,8,5,5,5,5,6,6,6,6,6,6,6,6,6,4,4,5,1,1,1,5,5,5,7,7,7,7,1,1,1,1,1,5,5,5,5,5,5,7,7,4,"This experience was completely worthwhile and came at the perfect time. I really needed something tangible to associate with the future and this helped me to really process some decisions and concerns that I have been meaning to process. This experienced helped me to begin shaping the next steps of my life. My birthday is coming up and I want to start a 5 year plan to ensure that my 60s will be exactly what I want them to be. ",,616dac30fd433eb926c5ceaa,text,
2025-10-07 12:49:38,2025-10-07 12:53:16,0,72.129.139.70,100,217,1,2025-10-07 12:53:16,R_7PjmBNE3E17iP0I,,,,,44.5034,-87.9813,anonymous,EN,1,1,1,7,7,7,7,7,2,7,2,8,4,7,8,5,2,6,5,5,6,6,6,6,6,5,5,6,6,6,6,2,2,4,1,1,1,4,5,5,6,7,6,6,1,1,1,1,1,5,3,3,4,4,4,3,5,4,made me more motivated,,6630ff1a437b51ceddadb038,avatar,
2025-10-07 12:55:19,2025-10-07 13:01:15,0,71.112.156.188,100,355,1,2025-10-07 13:01:15,R_5QLgoSaWdixyovb,,,,,40.4049,-79.8188,anonymous,EN,5,4,2,3,5,6,7,7,3,7,2,8,6,6,7,5,5,7,4,5,5,6,5,5,5,5,5,5,5,5,5,3,3,4,2,2,3,4,4,4,5,4,5,6,4,3,4,3,2,3,3,3,2,2,3,4,4,4,"It was amazing to see what technology can do, almost exactly my voice (perhaps less accent in it, but still). It didn't influence it, but it was kind of interesting to hear what AI has to say about it. ",Engaging and somewhat deceptive,662948ed99960b11f2f8e3fe,voice,
2025-10-07 13:09:41,2025-10-07 13:15:41,0,68.251.190.68,100,359,1,2025-10-07 13:15:41,R_6e2Y1LkQR7IDYvE,,,,,42.8899,-85.6148,anonymous,EN,3,2,2,6,5,6,7,7,3,7,3,7,5,5,8,8,7,8,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,2,1,2,5,5,5,7,7,7,7,2,1,2,2,2,4,4,4,4,4,4,5,6,4,The conversation made my goals of how I envision my future much clearer.  I was able to reflect upon what I want and how it will look like once I get there.  It made it seem like my goals for the future are obtainable and within reach.  This optimism led me to be much more positive about the future and hopeful for what I will achieve.,"Overall, this was a pretty cool experience.",6742864af334030ad769a482,voice,
2025-10-07 13:54:57,2025-10-07 13:58:39,0,184.23.62.143,100,222,1,2025-10-07 13:58:39,R_7ZQklwW9mYEtPMd,,,,,37.3512,-121.8846,anonymous,EN,2,2,2,5,5,6,6,6,5,5,3,6,5,6,7,6,5,6,2,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1,5,5,5,6,4,6,6,2,1,1,2,2,3,3,3,3,4,3,2,2,2," I found it to be an interesting and rewarding experience. I think it mostly made me want to pursue my goals more.",Thank you,65983c420d89145cbdb05468,voice,
2025-10-08 10:50:46,2025-10-08 10:53:00,0,131.239.117.54,100,133,1,2025-10-08 10:53:00,R_77qZ1fLphgFOG01,,,,,42.3464,-71.0975,anonymous,EN,3,3,5,5,3,5,8,6,6,8,2,8,7,8,7,7,6,6,4,4,4,4,5,4,4,3,3,2,5,5,5,2,2,2,2,2,2,4,4,4,6,6,6,2,2,2,2,2,2,4,3,3,3,3,4,5,5,5,it helped me be more optimistic and mostly just talking out loud helped,,5d460ce9ba790b0001dd488c,voice,
2025-10-08 11:18:25,2025-10-08 11:22:48,0,24.93.194.170,100,263,1,2025-10-08 11:22:49,R_6UW0D6XB6yZYZtP,,,,,41.0708,-81.5511,anonymous,EN,2,2,2,6,3,6,8,8,4,8,1,8,4,8,8,5,3,6,4,5,5,5,5,5,5,3,3,4,4,4,4,1,1,5,1,1,1,5,5,5,5,4,5,5,1,1,1,1,1,3,3,3,3,3,3,2,2,4,It stayed the same,,67388861a4434c34f877785d,voice,
2025-10-08 11:25:48,2025-10-08 11:28:39,0,75.134.229.200,100,170,1,2025-10-08 11:28:39,R_5sPfUHTaKCIvG5H,,,,,41.7829,-72.3319,anonymous,EN,3,3,3,5,5,6,5,6,3,6,2,7,6,6,7,7,6,7,4,5,4,5,5,5,5,4,3,5,5,5,5,4,4,4,2,2,2,4,4,4,6,6,6,5,2,2,2,2,2,4,3,3,4,4,,5,6,6,I appreciated the feedback on my personal goals and found it makes me even more motivated to reach them to have my timelines affirmed.,n/a,660d6b2e957fa582ec87816f,voice,
2025-10-08 11:35:44,2025-10-08 11:38:49,0,50.91.227.104,100,184,1,2025-10-08 11:38:50,R_7NzY6UF927qIcBb,,,,,35.5954,-119.342,anonymous,EN,6,5,2,4,6,6,3,4,7,6,6,4,5,4,3,2,6,5,2,3,4,3,2,3,3,3,2,3,4,3,4,2,4,4,2,2,2,3,4,4,5,4,4,5,3,2,2,4,4,4,4,4,4,4,4,6,4,5,It made me think a little better about myself although it wasn't a human being I wasn't talking to.,,673c90022c553e1b8f60a3af,voice,
2025-10-08 11:38:14,2025-10-08 11:41:00,0,8.9.84.7,100,166,1,2025-10-08 11:41:01,R_5BmNXKjwF7YglYm,,,,,43.114,-77.5689,anonymous,EN,2,2,2,6,6,6,5,6,2,5,2,5,7,5,4,4,3,4,2,2,2,4,3,3,3,2,2,4,4,4,3,2,2,4,2,2,2,4,4,5,5,5,6,6,2,2,2,2,2,4,4,4,4,4,4,5,6,5,The Model gave me tools to help me with the future goal and that made me feel more relaxed and confident,The AI was very helpful and easy to talk to,62b20c0065e9809e66d13fa5,voice,
2025-10-08 11:32:12,2025-10-08 11:42:34,0,172.56.16.187,100,622,1,2025-10-08 11:42:35,R_6ineXY3gzUDfQx4,,,,,41.85,-87.7165,anonymous,EN,4,5,4,3,4,5,5,6,5,5,6,5,6,4,4,5,5,5,3,3,4,4,4,4,3,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,4,4,5,3,4,3,3,4,3,3,4,3,4,3,4,4,2,4,i felt like they could have interacted more i feel like they could have been more open with answers as well,none thank u,67299a3cb9242638dd2556db,voice,
2025-10-08 11:41:50,2025-10-08 11:46:54,0,172.1.171.168,100,304,1,2025-10-08 11:46:55,R_7rBp7pc2cyoJtBv,,,,,33.6163,-84.2945,anonymous,EN,1,1,4,4,1,1,7,4,5,7,2,6,5,7,5,3,5,4,4,4,4,4,3,4,3,4,3,4,4,3,3,1,1,1,3,1,3,1,1,1,4,1,4,3,3,1,3,3,2,3,3,3,3,3,2,2,4,4,it did not,,667dc21819f1e0f06520b7e0,voice,
2025-10-08 12:07:04,2025-10-08 12:09:46,0,66.219.193.227,100,162,1,2025-10-08 12:09:47,R_6p4iBBLaiVAXudA,,,,,40.6981,-111.9999,anonymous,EN,1,1,1,6,6,6,3,3,5,5,5,4,5,6,3,3,7,3,2,4,4,4,3,3,3,2,2,2,3,3,3,4,4,4,2,2,2,4,4,4,3,2,3,2,2,2,2,2,2,4,4,4,4,4,4,1,1,1,It didn't really shape my perception of it as nobody can predict how the future will really be,It was really fun id love to ask more questions,66f1b4e2d875c6785ca1d50a,voice,
